$D:\!USERS\MCiemiorek\rozciaganie23_05_23temppok.zs2
Data                                    23.05.2023
Oznaczenie próby                        
Gruboœæ próby                           0.98 mm
Szerokoœæ próby                         2.1 mm
Prêdkoœæ do koñca badania               0.198 mm/min
$
    Si³a standardowa;   Droga standardowa;        Czas badania;                Czas;Odleg³oœæ pomiêdzy u
  4.683577270508e+02;  1.601401716471e-01;  4.885000000000e+01;  5.394485000000e+01;  5.070296082476e-01
  4.698938598633e+02;  1.604267507792e-01;  4.895000000000e+01;  5.404485000000e+01;  5.073161873797e-01
  4.713421020508e+02;  1.607542335987e-01;  4.905000000000e+01;  5.414485000000e+01;  5.076436701992e-01
  4.727942504883e+02;  1.610818654299e-01;  4.915000000000e+01;  5.424485000000e+01;  5.079713020304e-01
  4.743342895508e+02;  1.614093482494e-01;  4.925000000000e+01;  5.434485000000e+01;  5.082987848500e-01
  4.761087036133e+02;  1.617776900530e-01;  4.935000000000e+01;  5.444485000000e+01;  5.086671266535e-01
  4.774265747070e+02;  1.620641797781e-01;  4.945000000000e+01;  5.454485000000e+01;  5.089536163786e-01
  4.791521606445e+02;  1.624327600002e-01;  4.955000000000e+01;  5.464485000000e+01;  5.093221966007e-01
  4.806170043945e+02;  1.627601534128e-01;  4.965000000000e+01;  5.474485000000e+01;  5.096495900133e-01
  4.819397583008e+02;  1.630467027426e-01;  4.975000000000e+01;  5.484485000000e+01;  5.099361393431e-01
  4.838176879883e+02;  1.634560823441e-01;  4.985000000000e+01;  5.494485000000e+01;  5.103455189446e-01
  4.851301879883e+02;  1.637426018715e-01;  4.995000000000e+01;  5.504485000000e+01;  5.106320384720e-01
  4.864993286133e+02;  1.640290915966e-01;  5.005000000000e+01;  5.514485000000e+01;  5.109185281971e-01
  4.880628051758e+02;  1.643566489220e-01;  5.015000000000e+01;  5.524485000000e+01;  5.112460855225e-01
  4.898235473633e+02;  1.647660136223e-01;  5.025000000000e+01;  5.534485000000e+01;  5.116554502228e-01
  4.914251098633e+02;  1.650934219360e-01;  5.035000000000e+01;  5.544485000000e+01;  5.119828585366e-01
  4.925481567383e+02;  1.653390377760e-01;  5.045000000000e+01;  5.554485000000e+01;  5.122284743765e-01
  4.940291137695e+02;  1.656666845083e-01;  5.055000000000e+01;  5.564485000000e+01;  5.125561211088e-01
  4.959041137695e+02;  1.660351008177e-01;  5.065000000000e+01;  5.574485000000e+01;  5.129245374182e-01
  4.973972778320e+02;  1.663625836372e-01;  5.075000000000e+01;  5.584485000000e+01;  5.132520202378e-01
  4.987703247070e+02;  1.666899025440e-01;  5.085000000000e+01;  5.594485000000e+01;  5.135793391445e-01
  5.002175903320e+02;  1.670173704624e-01;  5.095000000000e+01;  5.604485000000e+01;  5.139068070629e-01
  5.020300903320e+02;  1.673859804869e-01;  5.105000000000e+01;  5.614485000000e+01;  5.142754170874e-01
  5.031018676758e+02;  1.676315814257e-01;  5.115000000000e+01;  5.624485000000e+01;  5.145210180262e-01
  5.047717895508e+02;  1.679999232292e-01;  5.125000000000e+01;  5.634485000000e+01;  5.148893598297e-01
  5.065833129883e+02;  1.684091687202e-01;  5.135000000000e+01;  5.644485000000e+01;  5.152986053208e-01
  5.081624145508e+02;  1.687366962433e-01;  5.145000000000e+01;  5.654485000000e+01;  5.156261328438e-01
  5.094382934570e+02;  1.690640151501e-01;  5.155000000000e+01;  5.664485000000e+01;  5.159534517506e-01
  5.107151489258e+02;  1.693098694086e-01;  5.165000000000e+01;  5.674485000000e+01;  5.161993060091e-01
  5.123928833008e+02;  1.696783751249e-01;  5.175000000000e+01;  5.684485000000e+01;  5.165678117255e-01
  5.140266723633e+02;  1.700464785099e-01;  5.185000000000e+01;  5.694485000000e+01;  5.169359151104e-01
  5.153025512695e+02;  1.702924221754e-01;  5.195000000000e+01;  5.704485000000e+01;  5.171818587759e-01
  5.169920043945e+02;  1.707017719746e-01;  5.205000000000e+01;  5.714485000000e+01;  5.175912085751e-01
  5.185252075195e+02;  1.710289269686e-01;  5.215000000000e+01;  5.724485000000e+01;  5.179183635691e-01
  5.199109497070e+02;  1.713156402111e-01;  5.225000000000e+01;  5.734485000000e+01;  5.182050768116e-01
  5.214246215820e+02;  1.716841906309e-01;  5.235000000000e+01;  5.744485000000e+01;  5.185736272314e-01
  5.229070434570e+02;  1.720115244389e-01;  5.245000000000e+01;  5.754485000000e+01;  5.189009610394e-01
  5.246004028320e+02;  1.723392009735e-01;  5.255000000000e+01;  5.764485000000e+01;  5.192286375740e-01
  5.261150512695e+02;  1.726665198803e-01;  5.265000000000e+01;  5.774485000000e+01;  5.195559564808e-01
  5.273255004883e+02;  1.729530692101e-01;  5.275000000000e+01;  5.784485000000e+01;  5.198425058106e-01
  5.289929809570e+02;  1.733625531197e-01;  5.285000000000e+01;  5.794485000000e+01;  5.202519897202e-01
  5.305227661133e+02;  1.736490577459e-01;  5.295000000000e+01;  5.804485000000e+01;  5.205384943465e-01
  5.320110473633e+02;  1.739766299725e-01;  5.305000000000e+01;  5.814485000000e+01;  5.208660665730e-01
  5.330159301758e+02;  1.742630898952e-01;  5.315000000000e+01;  5.824485000000e+01;  5.211525264958e-01
  5.348156738281e+02;  1.746314913034e-01;  5.325000000000e+01;  5.834485000000e+01;  5.215209279040e-01
  5.363410644531e+02;  1.749590933323e-01;  5.335000000000e+01;  5.844485000000e+01;  5.218485299328e-01
  5.376594238281e+02;  1.752454787493e-01;  5.345000000000e+01;  5.854485000000e+01;  5.221349153498e-01
  5.393156738281e+02;  1.756140589714e-01;  5.355000000000e+01;  5.864485000000e+01;  5.225034955719e-01
  5.407346191406e+02;  1.759415417910e-01;  5.365000000000e+01;  5.874485000000e+01;  5.228309783915e-01
  5.419055175781e+02;  1.762279272079e-01;  5.375000000000e+01;  5.884485000000e+01;  5.231173638085e-01
  5.435334472656e+02;  1.765963286161e-01;  5.385000000000e+01;  5.894485000000e+01;  5.234857652167e-01
  5.452697753906e+02;  1.769647747278e-01;  5.395000000000e+01;  5.904485000000e+01;  5.238542113283e-01
  5.466984863281e+02;  1.772513240576e-01;  5.405000000000e+01;  5.914485000000e+01;  5.241407606581e-01
  5.480603027344e+02;  1.775789707899e-01;  5.415000000000e+01;  5.924485000000e+01;  5.244684073904e-01
  5.491477050781e+02;  1.778245866299e-01;  5.425000000000e+01;  5.934485000000e+01;  5.247140232304e-01
  5.509602050781e+02;  1.782748401165e-01;  5.435000000000e+01;  5.944485000000e+01;  5.251642767170e-01
  5.526281738281e+02;  1.786431372166e-01;  5.445000000000e+01;  5.954485000000e+01;  5.255325738171e-01
  5.537219238281e+02;  1.788888275623e-01;  5.455000000000e+01;  5.964485000000e+01;  5.257782641629e-01
  5.553869628906e+02;  1.792978495359e-01;  5.465000000000e+01;  5.974485000000e+01;  5.261872861365e-01
  5.568293457031e+02;  1.795846670866e-01;  5.475000000000e+01;  5.984485000000e+01;  5.264741036871e-01
  5.583186035156e+02;  1.799530535936e-01;  5.485000000000e+01;  5.994485000000e+01;  5.268424901942e-01
  5.596018066406e+02;  1.801988631487e-01;  5.495000000000e+01;  6.004485000000e+01;  5.270882997492e-01
  5.611394042969e+02;  1.806079447269e-01;  5.505000000000e+01;  6.014485000000e+01;  5.274973813275e-01
  5.624479980469e+02;  1.808537393808e-01;  5.515000000000e+01;  6.024485000000e+01;  5.277431759814e-01
  5.639045410156e+02;  1.812222152948e-01;  5.525000000000e+01;  6.034485000000e+01;  5.281116518954e-01
  5.654694824219e+02;  1.815088093281e-01;  5.535000000000e+01;  6.044485000000e+01;  5.283982459286e-01
  5.668649902344e+02;  1.818362921476e-01;  5.545000000000e+01;  6.054485000000e+01;  5.287257287482e-01
  5.684089355469e+02;  1.822047084570e-01;  5.555000000000e+01;  6.064485000000e+01;  5.290941450575e-01
  5.696716308594e+02;  1.825730949640e-01;  5.565000000000e+01;  6.074485000000e+01;  5.294625315645e-01
  5.714206542969e+02;  1.829413920641e-01;  5.575000000000e+01;  6.084485000000e+01;  5.298308286646e-01
  5.727111816406e+02;  1.832281053066e-01;  5.585000000000e+01;  6.094485000000e+01;  5.301175419071e-01
  5.742033691406e+02;  1.835963129997e-01;  5.595000000000e+01;  6.104485000000e+01;  5.304857496002e-01
  5.755368652344e+02;  1.838829070330e-01;  5.605000000000e+01;  6.114485000000e+01;  5.307723436335e-01
  5.767922363281e+02;  1.841696202755e-01;  5.615000000000e+01;  6.124485000000e+01;  5.310590568760e-01
  5.783986816406e+02;  1.845788210630e-01;  5.625000000000e+01;  6.134485000000e+01;  5.314682576636e-01
  5.797263183594e+02;  1.848654448986e-01;  5.635000000000e+01;  6.144485000000e+01;  5.317548814991e-01
  5.810837402344e+02;  1.851930171251e-01;  5.645000000000e+01;  6.154485000000e+01;  5.320824537256e-01
  5.824680175781e+02;  1.855204105377e-01;  5.655000000000e+01;  6.164485000000e+01;  5.324098471382e-01
  5.840070800781e+02;  1.858889013529e-01;  5.665000000000e+01;  6.174485000000e+01;  5.327783379534e-01
  5.852946777344e+02;  1.861754506826e-01;  5.675000000000e+01;  6.184485000000e+01;  5.330648872832e-01
  5.866716308594e+02;  1.865029633045e-01;  5.685000000000e+01;  6.194485000000e+01;  5.333923999050e-01
  5.880739746094e+02;  1.868302822113e-01;  5.695000000000e+01;  6.204485000000e+01;  5.337197188118e-01
  5.897409667969e+02;  1.872397661209e-01;  5.705000000000e+01;  6.214485000000e+01;  5.341292027214e-01
  5.909641113281e+02;  1.874854266644e-01;  5.715000000000e+01;  6.224485000000e+01;  5.343748632649e-01
  5.922761230469e+02;  1.878129094839e-01;  5.725000000000e+01;  6.234485000000e+01;  5.347023460844e-01
  5.937624511719e+02;  1.881813108921e-01;  5.735000000000e+01;  6.244485000000e+01;  5.350707474926e-01
  5.951462402344e+02;  1.885086447001e-01;  5.745000000000e+01;  6.254485000000e+01;  5.353980813006e-01
  5.965651855469e+02;  1.888361275196e-01;  5.755000000000e+01;  6.264485000000e+01;  5.357255641201e-01
  5.977966308594e+02;  1.891634464264e-01;  5.765000000000e+01;  6.274485000000e+01;  5.360528830269e-01
  5.990983886719e+02;  1.894503384829e-01;  5.775000000000e+01;  6.284485000000e+01;  5.363397750834e-01
  6.003117675781e+02;  1.897368580103e-01;  5.785000000000e+01;  6.294485000000e+01;  5.366262946108e-01
  6.020881347656e+02;  1.901870816946e-01;  5.795000000000e+01;  6.304485000000e+01;  5.370765182951e-01
  6.033044433594e+02;  1.904736161232e-01;  5.805000000000e+01;  6.314485000000e+01;  5.373630527237e-01
  6.048605957031e+02;  1.908421516418e-01;  5.815000000000e+01;  6.324485000000e+01;  5.377315882424e-01
  6.057959594727e+02;  1.910877674818e-01;  5.825000000000e+01;  6.334485000000e+01;  5.379772040823e-01
  6.072236938477e+02;  1.914557367563e-01;  5.835000000000e+01;  6.344485000000e+01;  5.383451733568e-01
  6.088931274414e+02;  1.918245106936e-01;  5.845000000000e+01;  6.354485000000e+01;  5.387139472941e-01
  6.100737915039e+02;  1.921519786119e-01;  5.855000000000e+01;  6.364485000000e+01;  5.390414152125e-01
  6.115474243164e+02;  1.925204545259e-01;  5.865000000000e+01;  6.374485000000e+01;  5.394098911265e-01
  6.125591430664e+02;  1.927659362555e-01;  5.875000000000e+01;  6.384485000000e+01;  5.396553728560e-01
  6.141089477539e+02;  1.931344121695e-01;  5.885000000000e+01;  6.394485000000e+01;  5.400238487700e-01
  6.154356079102e+02;  1.934210956097e-01;  5.895000000000e+01;  6.404485000000e+01;  5.403105322102e-01
  6.168452758789e+02;  1.937893480062e-01;  5.905000000000e+01;  6.414485000000e+01;  5.406787846068e-01
  6.179683227539e+02;  1.940351277590e-01;  5.915000000000e+01;  6.424485000000e+01;  5.409245643595e-01
  6.196646118164e+02;  1.944854259491e-01;  5.925000000000e+01;  6.434485000000e+01;  5.413748625496e-01
  6.206206665039e+02;  1.947310417891e-01;  5.935000000000e+01;  6.444485000000e+01;  5.416204783896e-01
  6.216824340820e+02;  1.950173974037e-01;  5.945000000000e+01;  6.454485000000e+01;  5.419068340042e-01
  6.235847778320e+02;  1.954678893089e-01;  5.955000000000e+01;  6.464485000000e+01;  5.423573259094e-01
  6.246355590820e+02;  1.957134008408e-01;  5.965000000000e+01;  6.474485000000e+01;  5.426028374413e-01
  6.261550903320e+02;  1.961227655411e-01;  5.975000000000e+01;  6.484485000000e+01;  5.430122021416e-01
  6.274109497070e+02;  1.964093148708e-01;  5.985000000000e+01;  6.494485000000e+01;  5.432987514714e-01
  6.285452270508e+02;  1.966959387064e-01;  5.995000000000e+01;  6.504485000000e+01;  5.435853753069e-01
  6.299671020508e+02;  1.970643848181e-01;  6.005000000000e+01;  6.514485000000e+01;  5.439538214186e-01
  6.310808715820e+02;  1.973509341478e-01;  6.015000000000e+01;  6.524485000000e+01;  5.442403707484e-01
  6.325320434570e+02;  1.977191567421e-01;  6.025000000000e+01;  6.534485000000e+01;  5.446085933426e-01
  6.339861450195e+02;  1.980876028538e-01;  6.035000000000e+01;  6.544485000000e+01;  5.449770394543e-01
  6.349412231445e+02;  1.983333826065e-01;  6.045000000000e+01;  6.554485000000e+01;  5.452228192070e-01
  6.363250122070e+02;  1.987017989159e-01;  6.055000000000e+01;  6.564485000000e+01;  5.455912355164e-01
  6.378220825195e+02;  1.990702003241e-01;  6.065000000000e+01;  6.574485000000e+01;  5.459596369246e-01
  6.387127075195e+02;  1.993567496538e-01;  6.075000000000e+01;  6.584485000000e+01;  5.462461862543e-01
  6.401355590820e+02;  1.997250318527e-01;  6.085000000000e+01;  6.594485000000e+01;  5.466144684532e-01
  6.411355590820e+02;  2.000117450953e-01;  6.095000000000e+01;  6.604485000000e+01;  5.469011816958e-01
  6.426189575195e+02;  2.004206776619e-01;  6.105000000000e+01;  6.614485000000e+01;  5.473101142624e-01
  6.437649536133e+02;  2.007076293230e-01;  6.115000000000e+01;  6.624485000000e+01;  5.475970659235e-01
  6.447835083008e+02;  2.009938806295e-01;  6.125000000000e+01;  6.634485000000e+01;  5.478833172301e-01
  6.463909301758e+02;  2.013622969389e-01;  6.135000000000e+01;  6.644485000000e+01;  5.482517335394e-01
  6.474158325195e+02;  2.016491740942e-01;  6.145000000000e+01;  6.654485000000e+01;  5.485386106947e-01
  6.487478637695e+02;  2.020176053047e-01;  6.155000000000e+01;  6.664485000000e+01;  5.489070419052e-01
  6.498694458008e+02;  2.023039907217e-01;  6.165000000000e+01;  6.674485000000e+01;  5.491934273222e-01
  6.514451293945e+02;  2.027134597301e-01;  6.175000000000e+01;  6.684485000000e+01;  5.496028963307e-01
  6.525310668945e+02;  2.029591202736e-01;  6.185000000000e+01;  6.694485000000e+01;  5.498485568741e-01
  6.535101928711e+02;  2.032861858606e-01;  6.195000000000e+01;  6.704485000000e+01;  5.501756224612e-01
  6.550516967773e+02;  2.036550343037e-01;  6.205000000000e+01;  6.714485000000e+01;  5.505444709042e-01
  6.561078491211e+02;  2.039824873209e-01;  6.215000000000e+01;  6.724485000000e+01;  5.508719239214e-01
  6.575023803711e+02;  2.043508887291e-01;  6.225000000000e+01;  6.734485000000e+01;  5.512403253296e-01
  6.588334350586e+02;  2.046780884266e-01;  6.235000000000e+01;  6.744485000000e+01;  5.515675250271e-01
  6.601332397461e+02;  2.050059139729e-01;  6.245000000000e+01;  6.754485000000e+01;  5.518953505734e-01
  6.609945678711e+02;  2.052924335003e-01;  6.255000000000e+01;  6.764485000000e+01;  5.521818701008e-01
  6.624193725586e+02;  2.056608349085e-01;  6.265000000000e+01;  6.774485000000e+01;  5.525502715090e-01
  6.636386108398e+02;  2.059881985188e-01;  6.275000000000e+01;  6.784485000000e+01;  5.528776351193e-01
  6.647333374023e+02;  2.063158303499e-01;  6.285000000000e+01;  6.794485000000e+01;  5.532052669504e-01
  6.659691772461e+02;  2.066842466593e-01;  6.295000000000e+01;  6.804485000000e+01;  5.535736832598e-01
  6.670121459961e+02;  2.069704830647e-01;  6.305000000000e+01;  6.814485000000e+01;  5.538599196652e-01
  6.683700561523e+02;  2.073801308870e-01;  6.315000000000e+01;  6.824485000000e+01;  5.542695674876e-01
  6.692836914063e+02;  2.076257765293e-01;  6.325000000000e+01;  6.834485000000e+01;  5.545152131298e-01
  6.705000000000e+02;  2.079532742500e-01;  6.335000000000e+01;  6.844485000000e+01;  5.548427108506e-01
  6.712971191406e+02;  2.081988900900e-01;  6.345000000000e+01;  6.854485000000e+01;  5.550883266905e-01
  6.727678222656e+02;  2.086082547903e-01;  6.355000000000e+01;  6.864485000000e+01;  5.554976913908e-01
  6.741926269531e+02;  2.090173810720e-01;  6.365000000000e+01;  6.874485000000e+01;  5.559068176726e-01
  6.747990722656e+02;  2.092221230268e-01;  6.375000000000e+01;  6.884485000000e+01;  5.561115596274e-01
  6.762888183594e+02;  2.096314877272e-01;  6.385000000000e+01;  6.894485000000e+01;  5.565209243277e-01
  6.772326660156e+02;  2.098772525787e-01;  6.395000000000e+01;  6.904485000000e+01;  5.567666891793e-01
  6.784460449219e+02;  2.102864980698e-01;  6.405000000000e+01;  6.914485000000e+01;  5.571759346703e-01
  6.798142089844e+02;  2.106549739838e-01;  6.415000000000e+01;  6.924485000000e+01;  5.575444105843e-01
  6.805598144531e+02;  2.109004855156e-01;  6.425000000000e+01;  6.934485000000e+01;  5.577899221161e-01
  6.820725097656e+02;  2.113100141287e-01;  6.435000000000e+01;  6.944485000000e+01;  5.581994507292e-01
  6.830500488281e+02;  2.115963846445e-01;  6.445000000000e+01;  6.954485000000e+01;  5.584858212450e-01
  6.840744628906e+02;  2.118831127882e-01;  6.455000000000e+01;  6.964485000000e+01;  5.587725493887e-01
  6.854191894531e+02;  2.122924029827e-01;  6.465000000000e+01;  6.974485000000e+01;  5.591818395832e-01
  6.865432128906e+02;  2.126196175814e-01;  6.475000000000e+01;  6.984485000000e+01;  5.595090541819e-01
  6.875083007813e+02;  2.129064947367e-01;  6.485000000000e+01;  6.994485000000e+01;  5.597959313372e-01
  6.884455566406e+02;  2.132338732481e-01;  6.495000000000e+01;  7.004485000000e+01;  5.601233098486e-01
  6.898244628906e+02;  2.136023193598e-01;  6.505000000000e+01;  7.014485000000e+01;  5.604917559603e-01
  6.908125000000e+02;  2.139297127724e-01;  6.515000000000e+01;  7.024485000000e+01;  5.608191493729e-01
  6.919702148438e+02;  2.142164409161e-01;  6.525000000000e+01;  7.034485000000e+01;  5.611058775166e-01
  6.932739257813e+02;  2.146258056164e-01;  6.535000000000e+01;  7.044485000000e+01;  5.615152422169e-01
  6.939162597656e+02;  2.148712426424e-01;  6.545000000000e+01;  7.054485000000e+01;  5.617606792429e-01
  6.948815917969e+02;  2.151988744736e-01;  6.555000000000e+01;  7.064485000000e+01;  5.620883110741e-01
  6.963376464844e+02;  2.156082391739e-01;  6.565000000000e+01;  7.074485000000e+01;  5.624976757744e-01
  6.972443847656e+02;  2.158946394920e-01;  6.575000000000e+01;  7.084485000000e+01;  5.627840760926e-01
  6.983642578125e+02;  2.162630259991e-01;  6.585000000000e+01;  7.094485000000e+01;  5.631524625996e-01
  6.993173828125e+02;  2.165905237198e-01;  6.595000000000e+01;  7.104485000000e+01;  5.634799603203e-01
  6.997991943359e+02;  2.167544513941e-01;  6.605000000000e+01;  7.114485000000e+01;  5.636438879946e-01
  7.010677490234e+02;  2.172043770552e-01;  6.615000000000e+01;  7.124485000000e+01;  5.640938136557e-01
  7.022181396484e+02;  2.175321429968e-01;  6.625000000000e+01;  7.134485000000e+01;  5.644215795973e-01
  7.031170654297e+02;  2.178186178207e-01;  6.635000000000e+01;  7.144485000000e+01;  5.647080544213e-01
  7.043665771484e+02;  2.182281166315e-01;  6.645000000000e+01;  7.154485000000e+01;  5.651175532320e-01
  7.049941406250e+02;  2.184328287840e-01;  6.655000000000e+01;  7.164485000000e+01;  5.653222653845e-01
  7.064702148438e+02;  2.189239710569e-01;  6.665000000000e+01;  7.174485000000e+01;  5.658134076575e-01
  7.070296630859e+02;  2.191285640001e-01;  6.675000000000e+01;  7.184485000000e+01;  5.660180006006e-01
  7.085128173828e+02;  2.196196615696e-01;  6.685000000000e+01;  7.194485000000e+01;  5.665090981701e-01
  7.092366943359e+02;  2.198246419430e-01;  6.695000000000e+01;  7.204485000000e+01;  5.667140785435e-01
  7.097258300781e+02;  2.200702279806e-01;  6.705000000000e+01;  7.214485000000e+01;  5.669596645811e-01
  7.114846191406e+02;  2.205613702536e-01;  6.715000000000e+01;  7.224485000000e+01;  5.674508068541e-01
  7.119302978516e+02;  2.207661569118e-01;  6.725000000000e+01;  7.234485000000e+01;  5.676555935124e-01
  7.130762939453e+02;  2.211754769087e-01;  6.735000000000e+01;  7.244485000000e+01;  5.680649135092e-01
  7.142515869141e+02;  2.215030044317e-01;  6.745000000000e+01;  7.254485000000e+01;  5.683924410322e-01
  7.147036743164e+02;  2.217482775450e-01;  6.755000000000e+01;  7.264485000000e+01;  5.686377141455e-01
  7.160718383789e+02;  2.221988141537e-01;  6.765000000000e+01;  7.274485000000e+01;  5.690882507542e-01
  7.167332153320e+02;  2.224443554878e-01;  6.775000000000e+01;  7.284485000000e+01;  5.693337920883e-01
  7.177322387695e+02;  2.228127717972e-01;  6.785000000000e+01;  7.294485000000e+01;  5.697022083977e-01
  7.186013793945e+02;  2.231402695179e-01;  6.795000000000e+01;  7.304485000000e+01;  5.700297061184e-01
  7.197527465820e+02;  2.235088497400e-01;  6.805000000000e+01;  7.314485000000e+01;  5.703982863405e-01
  7.201529541016e+02;  2.237544655800e-01;  6.815000000000e+01;  7.324485000000e+01;  5.706439021805e-01
  7.212193603516e+02;  2.241637259722e-01;  6.825000000000e+01;  7.334485000000e+01;  5.710531625727e-01
  7.221480712891e+02;  2.244503498077e-01;  6.835000000000e+01;  7.344485000000e+01;  5.713397864083e-01
  7.230963134766e+02;  2.248187661171e-01;  6.845000000000e+01;  7.354485000000e+01;  5.717082027176e-01
  7.235736083984e+02;  2.250643074512e-01;  6.855000000000e+01;  7.364485000000e+01;  5.719537440518e-01
  7.247259521484e+02;  2.254736721516e-01;  6.865000000000e+01;  7.374485000000e+01;  5.723631087521e-01
  7.253709716797e+02;  2.257602065802e-01;  6.875000000000e+01;  7.384485000000e+01;  5.726496431807e-01
  7.263670654297e+02;  2.261286973953e-01;  6.885000000000e+01;  7.394485000000e+01;  5.730181339958e-01
  7.273660888672e+02;  2.264970391989e-01;  6.895000000000e+01;  7.404485000000e+01;  5.733864757994e-01
  7.280446166992e+02;  2.267837077379e-01;  6.905000000000e+01;  7.414485000000e+01;  5.736731443384e-01
  7.283427734375e+02;  2.270291298628e-01;  6.915000000000e+01;  7.424485000000e+01;  5.739185664633e-01
  7.294892578125e+02;  2.274384945631e-01;  6.925000000000e+01;  7.434485000000e+01;  5.743279311636e-01
  7.302321777344e+02;  2.277658283710e-01;  6.935000000000e+01;  7.444485000000e+01;  5.746552649716e-01
  7.311223144531e+02;  2.280935496092e-01;  6.945000000000e+01;  7.454485000000e+01;  5.749829862097e-01
  7.316440429688e+02;  2.283801138401e-01;  6.955000000000e+01;  7.464485000000e+01;  5.752695504406e-01
  7.328232421875e+02;  2.288301140070e-01;  6.965000000000e+01;  7.474485000000e+01;  5.757195506075e-01
  7.332427978516e+02;  2.290350049734e-01;  6.975000000000e+01;  7.484485000000e+01;  5.759244415739e-01
  7.341292724609e+02;  2.294035702944e-01;  6.985000000000e+01;  7.494485000000e+01;  5.762930068949e-01
  7.349783935547e+02;  2.297310829163e-01;  6.995000000000e+01;  7.504485000000e+01;  5.766205195168e-01
  7.356705322266e+02;  2.300994843245e-01;  7.005000000000e+01;  7.514485000000e+01;  5.769889209250e-01
  7.359942626953e+02;  2.303449511528e-01;  7.015000000000e+01;  7.524485000000e+01;  5.772343877533e-01
  7.370125732422e+02;  2.307542562485e-01;  7.025000000000e+01;  7.534485000000e+01;  5.776436928490e-01
  7.377271118164e+02;  2.310819625854e-01;  7.035000000000e+01;  7.544485000000e+01;  5.779713991860e-01
  7.380300903320e+02;  2.312865406275e-01;  7.045000000000e+01;  7.554485000000e+01;  5.781759772280e-01
  7.391476440430e+02;  2.317369282246e-01;  7.055000000000e+01;  7.564485000000e+01;  5.786263648251e-01
  7.390923461914e+02;  2.319416105747e-01;  7.065000000000e+01;  7.574485000000e+01;  5.788310471752e-01
  7.404136352539e+02;  2.324326783419e-01;  7.075000000000e+01;  7.584485000000e+01;  5.793221149424e-01
  7.411522827148e+02;  2.327601313591e-01;  7.085000000000e+01;  7.594485000000e+01;  5.796495679596e-01
  7.410682983398e+02;  2.329240590334e-01;  7.095000000000e+01;  7.604485000000e+01;  5.798134956339e-01
  7.422645874023e+02;  2.334150671959e-01;  7.105000000000e+01;  7.614485000000e+01;  5.803045037964e-01
  7.427985229492e+02;  2.337016761303e-01;  7.115000000000e+01;  7.624485000000e+01;  5.805911127308e-01
  7.432548217773e+02;  2.340293079615e-01;  7.125000000000e+01;  7.634485000000e+01;  5.809187445620e-01
  7.441513061523e+02;  2.343977242708e-01;  7.135000000000e+01;  7.644485000000e+01;  5.812871608713e-01
  7.444740600586e+02;  2.346843034029e-01;  7.145000000000e+01;  7.654485000000e+01;  5.815737400034e-01
  7.443101806641e+02;  2.348888814449e-01;  7.155000000000e+01;  7.664485000000e+01;  5.817783180455e-01
  7.460074462891e+02;  2.354620397091e-01;  7.165000000000e+01;  7.674485000000e+01;  5.823514763096e-01
  7.460145263672e+02;  2.356258183718e-01;  7.175000000000e+01;  7.684485000000e+01;  5.825152549723e-01
  7.464263305664e+02;  2.359532713890e-01;  7.185000000000e+01;  7.694485000000e+01;  5.828427079895e-01
  7.473028564453e+02;  2.363215684891e-01;  7.195000000000e+01;  7.704485000000e+01;  5.832110050896e-01
  7.475000610352e+02;  2.366082817316e-01;  7.205000000000e+01;  7.714485000000e+01;  5.834977183321e-01
  7.479232177734e+02;  2.369355857372e-01;  7.215000000000e+01;  7.724485000000e+01;  5.838250223377e-01
  7.488421630859e+02;  2.373449355364e-01;  7.225000000000e+01;  7.734485000000e+01;  5.842343721369e-01
  7.492215576172e+02;  2.376315146685e-01;  7.235000000000e+01;  7.744485000000e+01;  5.845209512690e-01
  7.499049072266e+02;  2.380000948906e-01;  7.245000000000e+01;  7.754485000000e+01;  5.848895314911e-01
  7.502061767578e+02;  2.383274883032e-01;  7.255000000000e+01;  7.764485000000e+01;  5.852169249037e-01
  7.505306396484e+02;  2.386141270399e-01;  7.265000000000e+01;  7.774485000000e+01;  5.855035636404e-01
  7.509962158203e+02;  2.389825135469e-01;  7.275000000000e+01;  7.784485000000e+01;  5.858719501475e-01
  7.516593017578e+02;  2.393509745598e-01;  7.285000000000e+01;  7.794485000000e+01;  5.862404111603e-01
  7.515725097656e+02;  2.395556569099e-01;  7.295000000000e+01;  7.804485000000e+01;  5.864450935105e-01
  7.521873779297e+02;  2.399649620056e-01;  7.305000000000e+01;  7.814485000000e+01;  5.868543986061e-01
  7.528165283203e+02;  2.402924448252e-01;  7.315000000000e+01;  7.824485000000e+01;  5.871818814257e-01
  7.533510742188e+02;  2.406607568264e-01;  7.325000000000e+01;  7.834485000000e+01;  5.875501934269e-01
  7.531606445313e+02;  2.408654242754e-01;  7.335000000000e+01;  7.844485000000e+01;  5.877548608759e-01
  7.540869140625e+02;  2.413158416748e-01;  7.345000000000e+01;  7.854485000000e+01;  5.882052782753e-01
  7.545899047852e+02;  2.416841238737e-01;  7.355000000000e+01;  7.864485000000e+01;  5.885735604742e-01
  7.544867553711e+02;  2.419295012951e-01;  7.365000000000e+01;  7.874485000000e+01;  5.888189378956e-01
  7.549530639648e+02;  2.422574162483e-01;  7.375000000000e+01;  7.884485000000e+01;  5.891468528488e-01
  7.547930908203e+02;  2.425847947598e-01;  7.385000000000e+01;  7.894485000000e+01;  5.894742313603e-01
